transcript_id,time_of_interaction,domain,intent,reason_for_call
9065-7143-5542-3940,2025-02-15 14:10:00,Insurance,Escalation - Repeated Service Failures,Customer Paul Nguyen escalated to supervisor after experiencing multiple failed online transfers and poor service recovery attempts over two weeks.
6248-5525-1689-3510,2025-09-01 16:52:00,Insurance,Claim Denials,"Customer Tyler Kelly called regarding denial of lab work claim due to testing protocol timing issues, requiring appeals process initiation and case review."
2775-4579-9651-8635,2025-01-23 10:32:00,Travel & Hospitality,"Multiple Issues - Technical, Plan & Payment","Customer Thomas Sanchez reported slow download speeds, requested plan downgrade, and updated payment method."
1430-3979-1373-7417,2025-11-27 10:20:00,Telecommunications,Service Interruptions,"Customer Gary Howard experienced streaming service outage for since this morning due to content server damage, requiring service restoration timeline and temporary workaround solution."
1767-3213-7992-2415,2025-07-12 11:35:00,Telecommunications,Service Interruptions,"Customer Nancy Williams experienced phone service outage for two days due to network switch damage, requiring service restoration timeline and temporary workaround solution."
4390-4264-7077-2442,2025-09-04 12:13:00,Banking & Finance,"Multiple Issues - Claim, Coverage & Policy","Customer Ashley Thomas inquired about pending claim status, verified dental cleaning coverage, and requested to add spouse to policy."
7829-2230-3447-2107,2025-07-05 14:23:00,Insurance,Fraud Alert Investigation,"Customer Edward Carter received fraud alert for unauthorized $487.50 charge in Texas, requiring card cancellation, transaction reversal, and new card issuance."
1614-5837-7727-5349,2025-06-01 15:55:00,Insurance,Claim Denials,"Customer Debra Fisher called regarding denial of lab work claim due to testing protocol timing issues, requiring appeals process initiation and case review."
1260-9290-7755-3257,2025-10-26 06:45:00,Telecommunications,Business Event - Network Outage,"Customer Jennifer Brown called during a major regional network outage caused by fiber cable damage, affecting thousands of customers."
3425-7410-3440-7404,2025-07-11 11:26:00,Healthcare Services,Escalation - Repeated Service Failures,Customer Deborah Roberts escalated to supervisor after experiencing multiple failed online transfers and poor service recovery attempts over two weeks.
5012-1176-4056-2399,2025-08-31 13:43:00,Insurance,Claim Denials,"Customer Anna Mitchell called regarding denial of lab work claim due to testing protocol timing issues, requiring appeals process initiation and case review."
7481-6003-1691-8476,2025-10-21 05:07:00,Healthcare Services,Appointment Scheduling,"Patient Christopher Lee arrived for a scheduled appointment that was not found in the system, requiring immediate investigation and resolution."
7200-6298-8648-1679,2025-10-31 08:28:00,Telecommunications,"Multiple Issues - Billing, Plan Changes & Equipment","Customer David Taylor called to dispute charges on their bill, inquire about upgrading their internet plan, and request a replacement for a malfunctioning router."
6141-9685-7197-6528,2025-10-23 13:38:00,Insurance,Business Event - Major Policy Changes,Policyholder Nancy Turner called regarding mandatory coverage changes due to new state insurance regulations affecting all customers.
4994-8949-6480-9264,2025-08-07 18:16:00,Insurance,"Multiple Issues - Technical, Plan & Payment","Customer Nancy Moore reported internet disconnecting, requested plan downgrade, and updated payment method."
3605-5214-9667-1936,2025-12-15 15:53:00,Banking & Finance,Escalation - Threat of Legal Action,Customer Michael Howard threatened legal action after receiving three consecutive missing itemss despite multiple complaints and promises of resolution.
5002-5443-4876-9777,2025-06-27 17:17:00,Technology Support,Update Failures,"Customer Rebecca Lee experienced software crash after automatic update installation due to core components compatibility issue, resolved with hotfix patch application."
8144-4002-9143-6860,2025-03-05 13:43:00,Banking & Finance,Escalation - Repeated Service Failures,Customer Matthew Young escalated to supervisor after experiencing multiple failed card activations and poor service recovery attempts over several weeks.
2801-2594-6373-6835,2025-09-26 10:03:00,E-commerce & Retail,Business Event - System Outage,"Customer Jack Morales contacted support during planned system outage for infrastructure improvement, requiring alternative payment processing and service information."
6125-3015-4605-3966,2025-10-25 19:25:00,Healthcare Services,Appointment Scheduling,"Patient David Taylor arrived for a scheduled appointment that was not found in the system, requiring immediate investigation and resolution."
7522-7011-4390-3472,2025-03-17 17:58:00,Travel & Hospitality,Escalation - Threat of Legal Action,Customer Timothy Wright threatened legal action after receiving three consecutive broken devices despite multiple complaints and promises of resolution.
2275-6643-9981-4018,2025-01-17 17:14:00,E-commerce & Retail,Delivery Investigation,"Customer Jose Wright reported a exercise equipment showing as delivered but never received, requiring delivery investigation and replacement shipment."
8167-2369-5496-4527,2025-02-17 13:54:00,Insurance,Escalation - Repeated Service Failures,Customer Donna Richardson escalated to supervisor after experiencing multiple failed account statements and poor service recovery attempts over a month.
9248-2914-8069-7149,2025-10-19 19:17:00,Healthcare Services,Appointment Scheduling,"Patient Gregory Hill arrived for a scheduled appointment that was not found in the system, requiring immediate investigation and resolution."
5769-2119-7686-5558,2025-05-15 09:35:00,Telecommunications,Escalation - Repeated Service Failures,Customer Jeffrey Martin escalated to supervisor after experiencing multiple failed balance inquiries and poor service recovery attempts over a month.
3319-1846-4085-2506,2025-01-03 08:44:00,Healthcare Services,Escalation - Repeated Service Failures,Customer Stephanie Foster escalated to supervisor after experiencing multiple failed bill payments and poor service recovery attempts over over two weeks.
9677-1256-1992-6590,2025-10-17 15:11:00,Technology Support,Service Interruptions,"Customer Joan Simmons experienced cable TV outage for for the past 24 hours due to broadcast system damage, requiring service restoration timeline and temporary workaround solution."
4978-6197-8343-3899,2025-11-15 13:41:00,Healthcare Services,"Multiple Issues - Fraud, Account & Security","Customer Donna Harris reported fraudulent $439.80 charge in California, updated phone number, and enabled two-factor authentication."
2801-7878-7205-2800,2025-10-24 19:31:00,Banking & Finance,Service Interruptions,"Customer Elizabeth Barnes experienced phone service outage for two days due to network switch damage, requiring service restoration timeline and temporary workaround solution."
3879-7990-2104-4589,2025-10-17 00:50:00,Healthcare Services,Multiple Issues - Medical Records & Billing,"Patient Susan Thomas called to inquire about recent test results, request a referral to a specialist, and question an unexpected charge on their account."
1531-1733-7711-8524,2025-09-17 13:47:00,Insurance,"Multiple Issues - Reservation, Service & Amenities","Customer Andrew Hernandez extended reservation, reported air conditioning issue, and booked spa appointment."
2768-7636-1008-9515,2025-04-27 13:50:00,Technology Support,Account Access Issues,"Customer Emily Nelson experienced access issues with online banking due to security hold triggered by password reset, requiring identity verification and manual hold removal."
2252-5641-4701-9959,2025-10-21 15:27:00,Telecommunications,Service Interruptions,"Customer Olivia White experienced mobile data outage for two days due to cell tower damage, requiring service restoration timeline and temporary workaround solution."
2279-6378-9180-5134,2025-02-23 18:35:00,Insurance,Fraud Alert Investigation,"Customer Kelly Anderson received fraud alert for unauthorized $1,245.00 charge in Nevada, requiring card cancellation, transaction reversal, and new card issuance."
2271-9832-2385-9139,2025-01-08 10:00:00,Banking & Finance,Service Interruptions,"Customer Jeremy Davis experienced mobile data outage for for the past 24 hours due to cell tower damage, requiring service restoration timeline and temporary workaround solution."
3219-8485-3888-2106,2025-05-10 09:59:00,Travel & Hospitality,Delivery Investigation,"Customer Katherine Thompson reported a book set showing as delivered but never received, requiring delivery investigation and replacement shipment."
9924-8351-1163-6855,2025-01-23 09:00:00,Telecommunications,Escalation - Repeated Service Failures,Customer Ronald Wood escalated to supervisor after experiencing multiple failed bill payments and poor service recovery attempts over two weeks.
